neuterYn,sexCd,weight,noticeDays,age2,processState
N,F,2,12,0,0
N,F,2,12,0,0
N,M,2,12,0,0
N,F,7.8,12,1,0
U,F,14.8,12,0,0
U,F,24,12,3,1
U,M,5,12,3,1
U,F,6,12,0,0
U,F,6,12,0,0
U,M,6,12,0,0
U,M,3,12,0,1
N,F,1,12,0,1
U,M,6,12,2,0
U,F,6,12,1,0
N,F,10,15,1,1
N,F,7,12,1,1
N,M,1.4,12,0,1
Y,M,5.5,12,5,1
U,F,4,12,7,1
U,F,3,12,5,1
U,M,7,12,2,0
Y,M,3,12,2,1
U,M,3,7,2,0
U,F,10,7,3,0
U,M,10,7,3,0
U,F,3.2,12,3,0
U,F,6.7,12,0,0
N,M,16,12,1,0
N,M,18.84,12,2,1
U,F,5.4,12,3,0
N,M,4.5,12,8,0
U,F,4.3,12,2,0
N,M,2.3,7,0,1
U,M,5,12,5,1
U,M,1,12,0,1
U,M,3,12,2,0
U,F,3,12,2,0
U,F,5,12,0,1
U,M,3,12,2,1
U,F,9,14,1,0
Y,M,9.7,12,1,1
N,M,5.2,12,0,0
N,F,5.4,12,0,0
N,M,4.3,12,0,0
N,M,4.2,12,0,0
N,F,4,12,0,1
N,F,4.2,12,0,0
N,F,18.5,12,2,1
U,F,3,12,1,1
Y,M,2.6,12,4,0
U,F,6.2,12,3,0
U,F,1.6,12,0,1
N,M,11,12,3,1
N,M,20,13,2,1
N,M,15,13,2,1
N,M,5,13,2,1
U,M,20,13,4,0
N,F,2,14,0,0
N,M,4,14,2,0
N,F,1,14,0,0
N,M,6,13,0,1
N,F,1.2,13,0,1
N,F,0.9,13,0,1
N,F,2.1,13,0,1
N,M,12.2,13,2,1
N,M,5,13,0,1
N,F,10,13,0,0
N,F,10,13,1,0
N,M,4,13,1,0
N,F,6,13,0,0
Y,M,5.4,13,3,1
U,F,7,13,2,0
N,M,5,13,2,1
U,F,8,13,1,0
U,F,1,13,0,1
U,M,1,13,0,1
U,M,3,7,3,1
U,F,10,13,2,0
U,M,12,13,2,0
N,M,4,7,0,1
N,F,8,7,0,0
N,M,0.7,7,0,0
N,F,1.68,7,0,0
N,F,5,13,1,0
N,M,3,13,1,0
N,F,3,13,1,0
N,M,4,13,0,0
N,F,5,13,3,0
N,M,5,13,2,0
N,F,6,13,1,0
N,M,3,13,0,1
N,M,4,13,2,1
U,M,10,13,0,1
U,M,7,13,4,0
U,M,4,13,0,0
U,F,4,13,2,0
U,F,25,7,1,0
U,M,5,7,0,0
U,M,5,7,0,0
U,F,5,7,0,0
U,F,5,7,0,0
N,F,3,10,3,0
N,F,4,13,8,1
N,F,2.8,13,5,0
N,M,5.5,13,1,1
U,M,7,13,14,1
U,F,3,13,10,1
U,M,5,13,5,0
N,M,15,13,4,0
N,M,22,13,7,0
N,F,9,13,5,0
N,F,25,13,2,1
N,F,7,13,2,1
U,F,23,13,2,1
N,M,20,13,0,0
U,F,14,13,3,0
N,M,25,13,2,0
N,F,2.3,13,10,0
N,M,3.8,13,3,1
N,F,17,13,2,1
N,M,20,13,2,1
N,F,20,13,2,1
U,M,2.1,13,1,1
U,M,15,13,0,0
N,M,7,13,1,1
U,F,9,13,0,0
U,F,5,13,7,0
N,F,2.6,7,15,0
N,F,5.1,7,3,0
N,M,2.32,13,0,1
N,F,6.2,7,5,0
N,F,4.4,7,10,0
U,F,3,13,1,1
U,F,1.5,13,0,1
N,M,30,13,4,0
U,F,5,13,5,0
N,F,8.1,13,2,1
N,M,6.45,13,2,0
N,M,7.21,13,2,1
N,M,10.5,13,4,1
Y,M,4,13,2,1
N,M,13,13,1,1
N,F,4,14,1,1
N,F,3.1,10,6,0
N,F,15,10,2,0
N,M,1.2,14,0,0
N,M,1.5,14,0,0
N,F,2.5,14,1,0
N,M,30,14,8,0
N,M,6,10,3,0
N,F,3,10,1,0
U,M,5,10,1,0
U,F,5,10,2,0
U,M,7,10,2,1
U,M,30,10,2,1
U,M,7,10,2,0
U,F,7,10,2,0
N,M,2.3,10,0,0
N,F,2.45,10,0,0
N,F,2,10,0,0
Y,M,5,11,6,1
N,F,6,11,0,0
Y,M,3,11,1,1
U,F,3.5,11,8,1
Y,M,2.9,11,10,0
N,F,3.7,5,0,1
N,F,5,12,0,0
N,F,6,12,6,1
N,M,8.8,12,1,0
N,M,3.7,12,3,1
U,F,2.8,12,4,1
U,F,4.1,12,3,1
N,F,17,13,0,0
N,F,2.3,13,0,0
N,M,5.1,13,0,0
N,M,6.5,13,0,0
N,M,5.4,13,0,0
N,F,5.5,13,0,0
N,M,4.8,13,0,0
N,M,5.4,13,0,0
N,F,14.7,13,1,0
N,F,2.3,13,0,0
N,M,2.3,13,0,0
N,M,4.2,13,3,1
N,F,14,13,1,0
N,F,1,13,0,0
N,F,1,13,0,0
N,M,23.7,13,1,0
N,M,1.9,13,0,0
N,M,2.4,13,0,0
N,M,2.3,13,0,0
N,M,2.3,13,0,0
N,F,3.3,13,0,0
N,F,9.7,13,1,0
N,F,20,13,0,0
N,F,5.2,13,0,0
N,F,1.5,13,0,0
N,M,16,13,1,0
N,M,9.2,13,0,0
N,F,6.4,13,0,0
N,M,1,13,0,0
N,M,1,13,0,0
N,M,1,13,0,0
N,F,4.8,13,0,0
N,M,10,13,0,0
N,F,9.4,13,0,0
N,F,7,13,0,0
N,F,14.7,13,0,0
N,F,13.8,13,1,0
N,M,10.6,13,2,0
N,M,12.5,13,0,0
N,M,15,13,1,0
N,F,6,13,0,0
N,F,5.8,13,0,0
N,F,6.7,13,0,0
N,M,7.8,13,0,0
N,F,5,13,0,0
U,M,17,13,4,0
N,M,5,13,3,0
N,F,5,13,3,0
N,M,20,13,2,0
U,F,6,13,2,0
U,M,6,13,4,0
U,M,2.57,13,0,1
U,F,2.5,13,0,1
U,F,3,13,5,0
N,M,3,13,0,0
U,M,5,13,0,0
U,M,6,13,0,0
U,F,3.3,13,2,0
U,F,1.41,13,0,1
Y,M,15,13,1,1
U,F,5,13,2,0
U,M,5,13,0,1
U,M,7,13,0,0
N,M,18,13,3,0
N,F,7,13,2,0
N,F,10,13,5,0
U,F,20,13,2,0
U,M,15,13,2,0
N,F,2.6,13,6,1
U,M,5,13,5,0
U,M,4,13,2,0
N,M,30,13,6,0
N,F,0.5,13,0,1
N,F,0.5,13,0,1
N,F,0.5,13,0,1
N,M,0.6,13,0,1
N,M,0.6,13,0,1
N,M,0.6,13,0,1
N,F,5,7,4,0
U,F,8,13,7,0
U,F,8,13,7,0
U,F,20,13,3,1
N,F,12,15,2,0
N,M,5.8,13,0,1
N,M,6.3,13,10,0
N,F,3.72,13,8,0
U,M,7.68,13,5,0
U,F,3,13,0,1
U,F,2,13,0,0
U,F,2,13,0,0
U,M,1.5,13,0,0
U,F,1.2,13,0,0
U,M,3,13,0,0
U,M,4,13,3,1
U,F,1.5,13,0,1
Y,M,7,13,3,0
N,M,5.7,13,0,0
N,M,7.9,13,3,0
U,F,5.2,13,1,1
N,M,6.1,13,1,1
N,M,2.8,13,3,1
U,F,3.2,13,2,1
U,M,3,13,3,0
U,F,3,13,3,1
U,F,4,13,4,0
N,M,10,14,1,0
N,M,4.5,14,0,0
N,M,4.5,14,0,0
N,M,10,14,1,0
U,F,7.5,14,3,0
N,M,11.5,14,3,0
N,M,8.6,13,2,1
Y,M,4,13,2,1
N,F,3.6,13,2,1
N,M,7,13,3,1
N,M,15,13,2,0
N,M,4.5,13,3,1
N,M,2.2,13,0,1
U,M,3.3,13,1,1
U,F,20,13,3,0
U,F,12.9,13,3,0
U,F,3.7,13,1,1
Y,M,3.8,13,6,1
N,M,5,14,2,0
N,F,15,14,3,0
N,F,6,14,4,1
N,F,6,14,2,0
N,F,5,7,2,0
N,F,3,7,2,0
N,M,1.5,14,0,1
N,F,1.5,14,0,1
N,M,1.5,14,0,1
N,M,5,14,3,1
N,M,20,14,1,1
N,M,20,14,1,1
N,M,6,14,0,1
N,M,6,14,0,1
N,F,6,14,0,1
U,F,23,14,2,1
N,F,2.3,14,0,1
Y,M,5.1,14,6,1
N,M,7.2,14,1,0
N,F,1.3,14,0,1
U,F,2.5,14,2,1
U,M,5,14,0,0
N,M,3,14,0,0
N,M,1,14,0,0
N,M,4,14,0,1
N,F,8,14,1,0
N,F,30,7,2,1
N,F,5,14,4,1
N,F,6,14,6,0
N,M,5,14,7,1
N,M,5,14,4,0
N,F,12,14,2,0
U,M,7,14,4,1
U,F,3,14,0,0
U,M,10,14,4,0
U,M,4,14,0,0
U,M,7,14,8,1
N,M,6,14,2,1
N,M,3.9,14,3,1
N,M,10,9,4,0
N,M,5,9,0,1
N,M,4,9,7,1
U,M,20,9,1,1
U,M,20,9,1,1
U,M,1,9,0,0
U,M,1,9,0,1
U,M,0.8,9,0,1
U,M,3,9,2,1
U,M,25,7,3,0
U,F,3,7,2,0
N,F,1,7,0,1
N,M,20,14,1,0
U,F,7.5,14,1,0
N,M,2,14,0,0
N,M,2,14,0,1
U,F,2,14,2,1
U,F,3,14,3,1
U,F,5.1,14,2,0
U,F,5.5,14,1,0
U,F,0.6,14,0,0
U,F,0.7,14,0,0
N,F,6,9,4,1
N,F,8.9,14,10,0
U,F,5,14,2,0
U,F,2.5,14,0,1
N,M,3,14,0,1
N,M,2,9,0,1
U,F,3,14,0,0
U,F,6,10,3,1
U,F,10,10,2,1
U,F,8,10,2,1
U,F,12,10,3,1
N,Q,0.1,14,0,0
U,F,3,14,0,0
N,M,23,7,2,1
N,M,26,7,2,1
N,F,0.9,10,0,1
N,M,6.5,10,3,1
U,F,2,14,2,1
Y,M,5,14,8,0
N,F,8.6,14,1,1
N,F,7,14,1,1
N,M,5,14,0,1
N,M,5,14,0,1
U,M,5.22,9,0,0
N,M,10.83,9,3,1
N,M,1,14,0,0
N,M,1,14,0,0
N,M,1,14,0,0
U,F,1.85,14,1,1
N,M,16,14,4,1
N,F,2.54,14,0,1
N,F,2.12,14,0,1
N,M,3.5,14,2,1
N,M,12,14,1,0
N,F,1.5,14,0,1
N,M,10.85,14,1,1
U,M,18,14,3,0
N,F,16,14,1,0
N,M,0.3,14,0,0
N,F,0.2,14,0,0
N,M,0.3,14,0,0
N,F,0.3,14,0,0
N,F,0.2,14,0,0
N,M,0.2,14,0,0
N,M,3,14,6,1
U,F,20,14,5,0
N,F,8.2,14,0,1
N,F,20,14,2,1
N,F,1.6,14,0,1
N,M,5,14,1,0
N,F,2,7,0,0
N,F,2.2,7,0,0
N,M,2.3,7,0,0
N,M,2.4,7,0,0
N,M,2.3,7,0,0
N,M,2.2,7,0,0
N,F,5.3,7,0,0
N,F,6.5,7,0,0
N,M,20,7,5,0
N,F,2.9,7,0,1
N,M,3.2,7,0,0
N,F,2.2,7,5,1
N,M,2.9,7,10,0
N,M,2.1,7,0,1
N,F,14,7,3,0
N,F,5,14,2,1
U,F,2.4,14,8,1
N,M,1.8,14,4,1
U,F,3,14,4,1
U,F,5.2,7,1,0
Y,M,4,14,8,0
N,M,6,14,6,0
N,M,4.8,14,2,1
N,F,6,14,3,1
U,F,2.3,14,0,1
N,M,4,14,0,1
N,M,5,14,2,1
N,M,3,14,0,1
N,M,5.7,14,3,1
N,F,4.5,14,10,0
N,M,3.5,14,2,1
N,M,19.56,10,3,0
N,F,5,10,1,0
N,M,16,5,1,1
U,F,10,15,1,0
N,M,10,15,1,0
N,F,10,15,1,0
N,M,5,15,0,0
N,M,8,13,4,0
N,M,4.6,13,8,0
N,F,2,14,0,0
N,M,2,7,0,1
N,M,2,7,0,1
N,F,2,7,0,1
N,F,6,7,2,0
N,F,6,14,0,0
U,F,4,9,2,0
U,F,2,9,0,0
U,F,5,14,2,1
N,M,4,14,0,1
N,M,2,14,0,1
N,M,3,14,0,1
U,M,3,7,2,0
N,F,3,14,0,1
U,M,8,14,2,1
N,M,18.4,14,3,1
U,F,9.3,14,1,0
U,M,5,14,1,0
U,M,8,14,4,1
U,M,6,14,4,0
N,F,1.3,14,0,1
U,F,3,14,12,0
N,F,5,14,1,1
U,M,25,14,10,0
N,M,3,14,1,0
N,F,7,10,3,0
N,M,4,10,2,1
U,F,17,12,2,0
N,F,14,10,1,0
U,F,2.5,10,4,1
N,M,4,10,2,1
Y,M,4,10,2,1
U,F,25,10,3,1
N,M,6,10,0,1
N,F,5.7,10,0,1
N,M,18.66,11,2,0
N,M,4.12,11,0,0
N,M,18.01,11,2,0
N,F,5.25,11,3,0
N,M,4.6,10,0,0
N,F,7,11,3,0
N,F,5,20,1,1
N,M,2.5,12,5,1
N,F,2,12,0,1
U,F,4,12,2,1
U,F,4,13,2,0
N,F,3,13,0,0
U,M,5.8,13,2,1
N,M,6,13,2,0
N,F,3.6,13,4,1
U,F,2,13,5,0
U,F,12,14,8,0
N,M,1.9,14,0,1
N,F,22,14,5,0
U,M,8,14,1,0
U,M,10,14,1,0
N,F,5,14,3,0
N,F,4,14,3,1
N,F,4,14,2,1
N,F,6,14,1,1
U,F,6,14,0,0
N,M,3.5,14,1,1
N,M,2,9,0,1
N,M,7,9,2,1
N,F,2.8,14,0,0
U,Q,5,9,5,0
N,Q,2,9,0,0
N,Q,2,9,0,0
U,F,1,14,2,1
U,F,4,14,4,0
U,F,5.9,14,1,0
N,F,30,14,4,1
U,F,8.2,14,1,0
N,M,1.6,14,0,0
U,F,1.5,14,0,0
U,F,3.5,14,2,0
U,F,4.3,14,3,0
N,M,1.8,14,0,0
U,F,3.3,14,2,0
N,M,26,14,3,0
N,M,3.9,14,0,0
N,M,20,14,2,0
U,F,4.5,14,7,1
Y,M,7.3,7,10,1
N,M,5.1,7,5,0
U,F,2.5,14,5,1
U,F,12,14,6,1
U,M,4,14,3,1
U,F,6,14,2,0
U,M,5,14,2,1
N,M,1,14,0,1
U,M,3,14,2,1
U,F,4,14,1,1
U,F,5.4,14,0,1
N,M,3,10,2,0
N,M,3,10,2,0
N,M,12,10,5,0
N,M,1.8,10,0,1
N,F,1.5,10,0,1
N,F,1.6,10,0,1
N,F,4,10,2,0
N,F,3.2,10,2,0
U,M,2,10,0,1
U,M,10,10,2,1
N,M,11,10,0,1
N,M,12,10,0,1
N,F,5,10,2,1
N,F,5,10,2,1
N,F,1,10,0,1
N,M,1,10,0,1
N,F,5,10,2,1
N,M,15,9,3,0
U,F,3,10,1,1
U,F,6,10,1,0
N,F,4.2,10,1,1
N,F,5.5,10,3,0
N,F,3,10,1,0
N,M,22.5,10,4,0
N,M,1,10,0,1
N,F,1,10,0,1
N,F,4.2,10,3,0
N,M,5,10,3,0
N,F,2.5,10,0,1
N,M,2.2,10,0,1
N,F,5.6,10,0,1
N,M,2.4,10,0,1
U,F,4,16,2,1
U,F,30,10,2,0
N,M,11,9,2,1
N,F,4.2,9,2,1
N,F,1.8,9,0,0
N,F,2.5,9,1,0
N,F,1.7,9,0,1
N,M,3.5,10,1,1
U,F,7,10,3,1
U,F,4.4,10,1,1
N,M,2.4,10,1,1
N,M,15,10,1,0
U,F,3,10,0,1
U,M,3,10,0,1
N,F,2.5,10,0,0
U,F,3,10,10,1
U,F,3,10,7,1
N,F,6,10,1,0
N,M,5,10,1,0
N,M,10,10,3,1
N,F,5.38,11,8,0
N,F,6.96,11,3,0
U,F,2.64,11,10,0
N,M,2.7,10,0,0
N,M,6.4,10,1,0
N,M,2,9,0,1
N,M,2,9,0,1
N,F,2,9,0,1
N,F,2,9,0,1
N,F,3,11,0,0
N,M,3.5,11,1,1
N,F,9,11,3,1
N,F,1.8,11,1,1
N,M,1.5,20,0,1
N,M,0.7,12,0,1
N,M,5,12,1,0
N,F,3.4,7,2,0
U,M,3,12,5,0
N,M,3,13,2,1
N,M,10,13,8,0
N,F,2,13,0,1
N,F,7.2,13,2,1
N,M,7,13,3,0
U,F,12,13,4,0
U,M,30,13,3,1
N,F,1.92,13,0,1
N,M,1.94,13,0,1
N,M,2.17,13,0,1
N,M,2.15,13,0,1
N,M,1.97,13,0,1
N,M,4.4,13,6,0
N,M,4.3,7,1,0
N,M,2,14,0,1
N,F,3,14,10,1
N,F,5,14,2,1
N,F,9.4,14,2,1
N,M,2.1,14,0,0
N,M,3.1,14,0,0
N,F,7.4,14,0,0
N,F,2.4,14,0,0
N,F,4.6,14,0,0
N,F,5.5,14,0,0
N,F,12.1,14,0,0
N,F,9.5,14,0,0
N,F,4,14,0,0
N,F,15.5,14,3,0
N,M,15,14,0,0
N,M,21,14,4,0
N,M,8,14,0,1
N,M,10.7,14,1,0
N,F,15,14,0,1
N,M,2.7,14,0,0
N,F,18,14,0,0
N,F,16,14,0,0
N,M,22.1,14,4,0
U,F,8,10,2,0
U,M,12,10,0,0
Y,M,5,14,2,1
Y,M,5,14,3,1
N,F,9,14,2,0
N,F,4,14,0,1
N,M,4,14,2,0
U,F,6,14,2,1
U,M,7,14,0,1
U,F,5,14,0,1
U,F,3,14,0,1
U,F,4,7,2,1
N,M,3,14,2,1
N,M,15,14,2,1
N,M,10,14,6,1
N,F,7.5,14,5,0
N,F,7.8,14,4,0
N,F,7.8,14,3,0
N,M,6.5,14,3,1
U,F,5,14,2,1
U,F,3,14,5,0
U,M,5,14,5,0
U,M,1,14,0,1
U,F,4,14,5,0
U,F,1,14,3,0
U,F,1,14,3,0
U,M,2,14,6,0
U,F,4,14,2,0
U,M,9,14,2,1
U,M,12,14,2,0
U,F,3.5,14,1,1
Y,M,4,14,5,0
N,M,20,10,2,0
N,F,14,10,3,0
N,M,2.3,10,0,0
N,M,3.5,10,4,0
U,M,5,10,3,1
N,M,25,6,2,1
U,F,15,10,2,0
U,F,15,10,2,0
N,F,4,10,1,0
N,M,5,10,5,0
N,F,4,10,5,0
U,F,5.6,10,2,0
U,M,3,10,0,1
U,F,2.5,10,1,1
U,F,4.8,10,3,0
U,M,4,9,0,0
N,M,25,10,1,0
N,M,2.1,10,0,0
U,F,2.1,10,0,0
N,M,2.1,10,0,0
N,M,2.1,10,0,0
N,M,2.2,10,0,0
N,M,1.7,10,0,0
U,F,4.7,10,1,1
U,F,2.2,10,0,0
U,F,2.5,10,0,0
Y,M,4.9,10,7,1
N,F,3.2,10,7,0
U,F,10,10,3,0
U,F,5,10,2,1
N,F,20,9,1,0
N,M,16,9,2,0
Y,M,5,10,3,0
Y,M,4,10,3,1
U,F,10,10,3,0
N,M,5,10,3,1
U,F,5,10,3,1
U,F,3.5,10,8,0
N,M,5.4,10,3,1
U,F,13,10,1,0
U,F,2,10,0,0
N,F,2,14,0,0
N,F,6,14,1,0
N,M,5,14,2,0
N,F,6,14,3,0
N,M,25,14,0,0
N,F,6,14,1,0
N,M,6,10,3,0
N,M,6.2,10,0,0
N,F,16,10,3,0
N,F,6.6,10,2,0
N,M,15,12,4,0
U,F,10,10,1,0
U,F,8,10,0,0
U,M,7,10,1,0
N,M,10,10,0,0
N,M,6,10,7,1
N,F,11,10,0,1
U,F,2,7,0,0
U,M,2,7,0,1
U,M,2,7,0,1
N,M,4,10,2,1
N,F,6,10,1,0
N,F,12,10,2,0
N,M,18,10,3,1
N,F,3.8,10,0,0
N,M,5.1,10,0,0
N,F,9.1,10,2,0
N,F,3.8,10,2,1
N,M,5,17,1,0
N,F,3,17,0,0
N,M,3,17,0,0
N,M,3,17,0,0
N,F,1.5,10,0,1
N,F,1.5,10,0,1
N,F,1.5,10,0,1
N,F,1.5,10,0,1
N,F,5,10,3,1
N,F,2.8,10,0,1
N,M,18,10,3,1
U,F,1,10,2,0
U,F,1,10,0,0
U,F,4,10,1,1
U,M,3,10,1,1
U,M,3,10,1,1
N,F,12,10,0,1
N,M,4,10,1,1
N,F,5,10,2,0
N,Q,2,10,0,0
N,M,25,10,8,0
N,M,20,10,2,0
U,F,5,10,4,0
U,M,2,10,0,0
U,F,10,17,1,0
N,M,2,10,0,1
U,M,3,10,0,1
N,M,6,10,2,1
N,F,6.2,10,5,1
N,F,7.3,10,0,1
U,F,12,10,2,0
N,M,20,10,2,0
N,M,22.37,10,3,1
N,F,4.37,10,3,0
U,F,3,10,0,1
U,F,3,10,0,1
U,F,3,10,0,1
U,F,15,10,3,1
U,F,10,10,2,1
U,F,8,10,3,0
N,M,2.34,10,0,1
N,F,2.84,10,0,1
U,F,9.8,10,2,1
N,M,13.8,10,3,0
N,F,1.55,10,0,1
U,F,3,12,14,0
Y,M,3,10,2,1
N,M,12,7,2,0
N,M,6.5,7,6,0
N,F,3.5,7,7,0
N,F,4.5,7,10,0
N,M,13,7,4,0
N,M,25,7,4,0
N,M,6.3,7,2,1
N,M,4,12,1,0
Y,M,4,10,3,1
U,F,7.9,10,3,1
U,F,6.3,10,3,1
Y,M,8.3,7,5,1
N,F,7.4,7,4,1
N,F,7.4,10,3,0
N,F,5.4,10,2,0
N,F,1.75,10,0,1
U,M,5,10,2,0
U,F,2,10,5,1
U,M,15,10,2,1
U,F,3.3,10,12,1
N,M,4,10,5,1
N,M,2.45,10,0,0
U,F,5,10,5,1
Y,M,3,10,2,1
N,M,0.5,10,0,1
Y,M,4,10,10,1
N,F,6,9,1,0
N,F,6,9,1,0
N,F,4,9,0,0
N,M,4,9,0,0
N,M,4,9,0,0
N,M,9.6,5,2,0
N,M,1.4,5,0,1
N,M,4.8,5,1,1
N,M,3,20,1,1
N,F,0.5,12,0,0
N,F,6.5,7,0,0
N,M,3.2,13,0,1
N,M,3.7,13,0,1
N,M,2.2,13,0,1
N,M,2.6,13,1,1
N,F,3.8,13,2,1
N,F,3,14,5,0
N,M,25,14,2,0
N,F,18,14,1,0
U,M,3.2,14,0,1
U,F,12,14,1,1
N,M,15,14,4,0
U,M,8,14,3,1
U,F,15,14,0,0
U,M,2,14,0,0
N,M,2,14,0,0
N,F,2,14,0,0
N,F,2,14,0,0
U,F,2,14,0,0
U,F,20,14,4,0
N,M,2.5,14,1,1
N,M,2.5,14,0,1
U,F,5.6,14,0,0
U,F,5,10,10,0
U,M,8,10,2,0
N,F,7,10,1,0
U,M,7,10,1,0
U,M,5,10,1,0
U,F,3,10,1,1
U,F,8,10,2,1
U,M,8,10,2,0
N,M,6.5,8,5,1
Y,M,1.3,10,1,0
U,M,19,9,2,0
U,F,24,9,2,1
U,M,27,9,2,0
N,M,23,10,1,0
N,F,11.5,10,0,0
N,M,4,10,0,0
N,M,3,10,0,0
N,F,14,10,2,0
N,M,19,10,0,0
N,M,7,10,0,0
N,F,4,10,0,0
N,F,3,10,0,0
N,M,3.2,10,0,0
N,F,1.7,10,0,0
U,F,17,10,2,1
Y,M,13,10,2,1
N,M,2,10,0,1
N,M,20,10,10,0
N,F,17,10,1,1
N,F,6,10,1,1
U,F,6,10,2,0
N,F,4,10,2,1
U,M,3,10,0,1
U,F,2,10,1,1
Y,M,4.5,10,3,0
N,F,12,10,1,1
N,F,5,10,3,1
N,M,7,10,0,1
N,F,1.3,10,0,1
N,F,4.5,10,0,1
N,F,3.5,10,0,1
N,M,4,10,0,1
N,F,5,10,0,1
U,M,4,7,2,0
U,F,2,10,0,1
N,M,7,10,5,1
N,F,8,10,3,1
U,F,5,10,4,1
U,F,1,10,0,0
U,F,1.2,10,0,0
U,F,1.1,10,0,0
U,F,1.3,10,0,0
U,F,1.2,10,0,0
U,F,2.3,10,0,0
U,F,8.1,10,1,0
N,M,3,10,3,0
U,F,4.4,10,3,1
N,M,2,10,0,0
N,F,20,10,2,0
N,M,3.4,10,1,1
N,F,15,10,2,0
N,F,6.2,10,2,0
U,F,20,10,1,0
N,M,8.8,10,0,0
U,F,6.8,10,3,0
Y,M,4.4,7,0,1
U,M,15,10,3,1
U,M,4,10,4,0
U,F,16,10,1,1
U,M,4.5,10,0,1
U,M,4.5,10,0,0
U,M,4.5,10,0,1
U,F,4.5,10,0,1
U,M,6,10,1,1
U,F,6,10,5,0
U,F,4,10,2,1
U,F,7.6,10,0,0
U,F,3.8,10,1,1
U,F,3.5,10,1,1
U,F,18,10,1,0
N,M,2.8,10,0,0
N,M,2.7,10,0,0
N,M,17,10,0,1
U,F,2.4,10,0,0
N,F,0.5,14,0,0
N,M,0.5,14,0,0
N,M,0.5,14,0,0
N,M,0.5,14,0,0
N,F,0.5,14,0,0
N,M,4,11,5,0
N,M,3.7,11,0,1
N,F,2,11,5,1
N,M,3.2,11,0,1
N,M,20,11,2,1
U,Q,2.5,11,0,0
N,F,6,11,3,0
N,F,2,11,0,0
N,F,1,11,0,0
N,M,2,11,0,0
N,M,2,11,0,0
N,M,2,11,0,0
N,M,2,11,0,0
N,M,2,11,0,0
N,M,22,11,1,1
N,M,10,11,1,1
Y,M,3.5,11,5,1
N,F,7,11,2,1
N,M,2,11,0,0
N,F,2,11,0,0
Y,M,6,11,1,0
N,M,8,11,3,1
N,M,6,11,0,0
N,M,6,11,0,0
N,F,6,11,0,0
N,F,12,11,3,0
N,M,15.5,11,3,1
U,F,8,11,5,0
U,M,10,11,0,0
N,M,3,11,0,1
N,M,3,11,2,1
N,M,8,11,0,1
N,M,3.4,11,7,0
N,F,5,11,1,1
N,F,5,11,1,1
N,M,25,11,3,0
N,F,1,11,0,0
U,M,30,11,2,1
N,F,4,11,4,0
Y,M,3,11,1,1
N,Q,1.2,11,0,0
U,M,8,11,0,0
U,M,10,11,0,0
U,M,18,11,1,0
U,F,20,11,1,0
U,M,5,11,5,0
U,F,19.5,11,3,1
U,F,20,10,8,1
U,F,7,11,0,0
U,M,7,11,0,0
U,F,8,11,0,0
U,M,7,11,0,0
U,M,6,11,0,0
U,M,10,7,1,0
U,F,10,7,1,0
U,F,10,7,4,0
N,F,17,11,3,0
N,F,1.8,11,0,1
N,F,1.4,11,0,1
N,F,2.7,11,0,0
N,F,2.69,11,0,0
N,M,2.68,11,0,0
N,M,2.67,11,0,0
N,M,2.65,11,0,0
U,M,2.64,11,0,0
U,F,10,11,0,0
U,M,15,11,3,0
N,M,20.5,11,4,1
N,F,2.8,11,0,1
N,F,6.5,11,3,1
N,M,3.92,11,6,1
N,M,26,11,2,1
U,M,4.8,11,5,1
U,F,6,11,0,0
N,M,12,11,6,0
N,M,12,7,1,0
N,F,2.5,7,10,0
N,M,2.5,7,0,0
N,F,2.2,7,0,0
N,M,2.1,7,0,0
N,F,3.8,7,0,0
N,F,3.2,7,0,0
N,F,13,7,6,0
N,F,8.2,7,7,1
N,F,8.3,7,5,0
N,F,11,7,3,0
N,M,1.7,7,0,1
N,F,1.8,7,0,0
N,F,15,7,2,0
N,M,15,7,2,0
N,F,3.5,7,13,0
N,M,2.7,7,10,0
N,F,18,7,2,0
N,M,25,11,2,1
Y,M,5,11,1,1
N,M,2.6,11,1,1
U,F,7,11,0,1
U,M,2.7,11,0,1
N,M,3.9,11,6,1
N,M,11,11,5,1
Y,M,1.5,11,6,1
U,F,2,11,5,1
N,M,4.9,10,5,1
N,F,7,11,5,0
U,F,15,11,7,1
Y,M,2.4,11,5,1
N,M,6,11,7,1
N,F,0.2,11,0,1
N,M,0.2,11,0,1
N,M,25.65,11,4,0
N,F,25,10,2,0
N,F,3,10,2,0
N,M,5.5,10,4,0
N,M,2.5,11,0,0
N,M,3,14,0,0
N,M,3.4,14,0,0
N,F,13,14,2,0
N,F,4.3,14,2,0
N,F,10,10,2,0
U,F,15,14,4,1
N,M,4,14,1,1
N,M,5,10,2,0
N,F,2,10,0,0
N,M,30,10,3,0
U,M,8,10,1,0
U,M,7,10,1,0
U,M,4,10,1,0
U,M,3,10,1,0
U,M,8,10,2,0
U,M,7,10,2,0
U,M,8,10,2,0
U,F,3,10,1,0
U,M,8,10,2,0
U,M,52,10,5,0
U,M,5,10,2,0
U,M,7,10,2,0
N,M,10,10,0,0
N,M,5.01,10,3,1
N,M,7.48,10,1,0
N,F,2.88,10,0,0
N,F,3.64,10,0,0
U,F,4,7,2,0
N,M,10,10,0,0
U,M,4,10,0,0
U,M,3,10,1,1
U,M,4,10,2,1
U,M,17,10,1,0
