kindNum,sexCd,weight,noticeDays,processState
114,F,10,10,0
114,F,8.5,10,0
114,M,8.3,10,0
114,F,4.3,10,0
114,M,5.6,10,0
114,F,8,10,0
114,F,7.2,10,0
114,M,8,10,0
114,F,0.3,10,1
114,F,0.3,10,1
114,M,0.3,10,1
114,M,0.3,10,1
114,M,0.3,10,1
114,F,11,10,1
114,M,7.3,10,1
128,M,6.1,10,1
108,M,15,13,0
114,M,20,10,0
128,F,5,10,1
38,M,5.2,10,1
56,F,2,10,1
67,M,30,10,1
114,M,5.5,10,0
114,M,7,10,0
108,F,8.7,10,1
114,F,6.5,10,1
114,M,1,10,1
114,M,2.5,10,0
114,M,1.5,10,1
108,M,7.4,20,1
114,F,8,10,0
114,M,5,7,0
103,M,30,10,1
114,F,5,14,0
114,M,5,14,0
114,F,5,14,0
114,M,2,10,0
114,M,3.8,10,0
114,M,2.8,10,0
114,F,2.7,10,0
114,M,10,10,0
114,F,5,10,0
114,M,10,10,0
114,F,2.1,10,1
114,M,15,10,0
69,F,30,10,1
114,F,8,11,0
114,M,2,11,1
20,M,18,11,1
114,F,5,12,0
114,F,5,12,0
114,F,5,12,0
114,M,5,12,0
114,M,5,12,0
114,M,6,12,0
114,M,10,12,0
114,M,8,12,0
114,M,10,12,0
114,M,10,12,1
114,M,10,12,0
54,M,17,12,1
108,F,15,12,1
114,M,12,8,0
114,M,7,8,0
124,M,10,12,1
108,M,7,12,1
34,F,14,12,0
114,M,25,10,1
114,M,6.5,10,0
114,M,6.1,10,0
114,F,5.7,10,0
114,F,5.9,10,0
114,F,6,10,0
114,F,6.9,10,0
114,F,2.3,10,0
114,F,2.5,10,0
114,F,3.4,10,0
114,M,3.1,10,0
103,M,9.5,10,1
114,F,1.6,10,0
114,M,1.9,10,1
114,F,2.9,10,0
114,M,14,10,0
114,F,3.4,10,0
114,M,1.8,10,0
114,F,1.8,10,0
114,F,1.8,10,0
114,F,1.8,10,0
114,M,1.8,10,0
114,M,2.1,10,0
114,M,12,10,0
114,F,2.5,10,0
114,F,2.6,10,0
114,M,2,10,0
114,M,2.7,10,0
114,M,2.1,10,0
114,M,15.3,10,0
114,M,8.2,10,0
114,M,13,10,0
114,M,16.5,10,0
114,M,5,10,0
114,M,5,10,0
101,M,5,10,1
114,F,4,10,0
114,F,15,10,0
114,M,10,10,0
114,F,10,10,0
89,M,1,10,0
114,M,3,10,0
67,F,15,10,0
114,M,0.5,10,1
114,F,0.5,10,1
114,F,0.5,10,1
114,F,0.5,10,1
67,F,18,10,1
114,M,3,10,1
123,M,5,10,0
114,F,3,10,0
114,Q,1,10,0
114,Q,1,10,0
114,Q,1,10,0
114,M,10.1,10,0
114,F,25,10,0
103,F,20,10,0
103,M,18,10,0
114,M,20,7,0
114,M,4.2,7,1
114,M,0.5,10,1
114,M,0.5,10,1
114,M,0.4,10,1
114,F,0.5,10,1
114,M,10,10,1
150,F,14,10,0
114,F,6,10,1
128,M,5.5,10,0
114,F,2.3,10,1
128,M,4.6,10,1
114,F,1,10,1
114,F,1,10,1
114,M,7,10,1
18,M,7,10,1
114,M,8.3,10,0
114,F,4,10,1
114,M,4,10,1
114,M,17,10,0
114,F,5,10,0
72,F,2.2,10,1
114,M,15,10,0
114,M,12,10,0
114,M,2,10,0
113,F,2.3,10,1
128,F,2.8,10,1
114,F,1.02,10,0
114,M,1.08,10,0
114,F,1.04,10,0
114,F,0.72,10,1
114,F,4.4,10,0
114,M,4,10,0
114,F,4,10,1
114,F,6,10,0
114,M,15,10,0
114,F,1.85,10,1
114,M,2.8,10,1
114,M,2.8,10,1
72,M,4.65,10,0
67,M,17.5,10,0
114,F,1.9,10,1
114,M,7.5,10,1
72,F,3.1,10,1
114,F,1.5,10,0
114,F,1.8,10,0
114,M,27,7,0
114,M,7,7,1
114,F,6,7,1
114,M,1,10,0
114,F,1,10,0
114,M,1,10,0
114,M,1,10,0
114,M,1,10,0
114,M,1,10,0
114,M,1,10,1
114,M,1,10,0
114,M,1,10,0
114,F,1,10,0
114,F,10,10,0
114,F,1,10,0
114,M,5,10,0
114,F,5,10,0
114,M,5,10,0
114,M,1.7,10,1
89,M,1.5,10,1
114,M,15,10,1
114,F,13,10,1
114,F,2,10,1
114,M,2,10,1
114,M,7,10,0
114,M,2,10,0
128,M,7,10,0
56,M,25,10,1
114,M,8,10,0
114,F,1.2,10,1
114,M,4.2,10,0
114,F,6.63,10,1
114,M,4.6,10,1
72,M,5.3,10,1
69,F,32,10,1
114,F,1,9,0
114,F,1,9,0
114,M,1,9,0
114,M,1,9,0
114,F,1,9,0
114,M,1,9,0
114,F,1,9,0
114,F,9,10,0
114,M,4,10,1
114,M,1.5,10,0
114,F,1.6,10,0
114,F,1.5,10,0
114,M,7,10,0
114,F,2,10,1
128,M,3.5,10,1
114,F,18,10,1
114,M,2,9,1
114,M,0.8,9,1
114,F,0.8,9,1
128,F,3,9,1
114,M,3,7,0
114,F,3,10,0
114,F,4,10,0
22,M,6,9,1
114,M,1,10,1
114,M,1.5,10,1
114,F,0.3,9,0
114,M,3,10,0
67,M,2,10,1
114,F,2.8,10,0
114,M,4.5,10,0
114,M,2.4,7,1
114,M,2.5,7,1
114,F,1.9,7,1
114,F,1.6,7,1
114,F,1.7,7,1
114,F,5,10,1
32,M,3,10,1
114,F,1.5,10,1
114,F,2.2,10,1
114,M,6,10,1
114,F,3.5,10,0
114,M,9.5,10,0
35,F,27,10,0
113,F,3.3,10,0
114,M,3.6,14,1
128,F,4.6,14,1
114,M,2.2,10,1
114,F,2.4,10,1
114,M,5.6,10,0
103,M,20,10,1
114,M,13,10,0
114,F,12,10,0
124,M,6,10,0
114,M,3.2,10,0
114,M,3.1,10,0
114,M,7.3,10,0
114,F,6.8,10,0
114,M,6.3,10,0
114,M,4.5,10,0
72,M,3.2,10,0
27,F,25,10,1
114,M,25,10,1
114,M,28,10,1
114,F,11,10,1
114,F,3,14,0
114,F,3,14,0
114,F,3,14,0
114,M,3,14,0
114,F,15,14,0
89,F,3.9,10,1
114,F,0.9,10,1
114,M,1.3,10,1
114,F,4.28,10,1
114,M,1.5,7,1
80,F,1.2,7,1
114,F,1.3,7,1
128,M,2.8,10,1
13,F,6.5,10,1
114,F,2,10,1
114,M,13,10,0
114,F,15,10,0
18,F,7,10,1
114,F,2.2,10,0
114,F,3,10,0
114,M,5.74,10,0
114,F,6.95,10,0
108,F,7.85,10,1
114,M,7.1,10,0
38,M,5,10,1
114,M,1.92,10,1
114,F,4.36,10,0
114,M,8.01,10,0
114,F,1.5,11,1
114,F,1.5,11,1
114,F,1.5,11,1
114,M,5,12,1
114,F,8,10,0
89,M,2,10,1
122,M,32,10,1
69,F,32,10,1
114,M,15,10,1
114,F,15,10,1
114,M,25,10,1
114,M,1,10,1
89,M,3.5,10,1
114,M,3.5,10,1
18,F,3.5,10,1
32,M,3,10,1
89,M,3.5,10,1
114,M,4.5,10,0
114,M,1.5,10,0
114,M,3,10,1
114,M,2.5,10,0
114,M,4.5,10,0
72,M,2,10,1
114,F,4.2,10,1
114,F,3,10,1
72,F,3,10,1
101,M,4,10,1
114,M,13,10,1
114,F,7.05,10,0
101,F,3.1,10,1
114,M,23,10,0
114,F,2.2,10,0
38,M,5.5,9,1
13,M,9,10,1
114,M,9.5,10,0
114,F,15,10,1
114,F,13,10,0
114,F,5,12,0
101,M,5,12,1
114,F,3.1,10,1
124,F,6,10,1
69,F,20,12,0
114,M,5,12,1
114,M,7,12,0
114,F,15,12,0
114,F,4,14,0
128,M,3,12,1
72,F,3,10,1
114,M,4,10,0
114,M,15,10,0
114,Q,16,10,0
114,F,14,10,0
114,M,9,10,0
114,M,2,10,1
114,M,17,10,1
128,M,3,10,1
128,M,3.5,10,1
114,F,3,7,0
114,F,5.5,10,0
114,F,3,10,1
69,F,30,10,1
114,M,7.6,10,0
114,F,2.2,10,0
128,M,4.4,10,0
123,M,7.4,10,1
114,F,7.6,10,0
114,M,0.8,10,0
114,M,0.8,10,0
114,F,0.8,10,0
114,M,0.8,10,0
114,M,0.8,10,0
114,F,0.8,10,0
114,F,12,10,0
114,F,5.37,10,0
89,F,4,10,1
124,F,3,10,1
89,M,5.1,10,0
114,M,20,10,0
72,M,4.6,8,1
114,M,30,10,0
114,M,35,10,1
114,F,2.1,10,1
67,M,18,10,1
89,M,3,10,1
114,F,1.4,10,1
114,F,1.5,10,1
114,M,1.1,10,1
114,M,1.3,10,1
114,M,5.4,10,0
114,F,5,10,1
114,M,5.2,10,1
114,M,4.5,9,1
72,M,3,9,1
114,F,12,10,0
114,F,2,10,0
114,F,1,10,1
72,M,4.6,10,1
18,M,4.8,9,1
114,M,6,10,0
128,M,3,10,1
114,F,6,10,0
114,F,5,10,0
114,M,25,10,1
114,F,4.5,14,0
114,M,1.5,14,0
114,F,3.5,14,0
114,F,1.8,14,0
114,M,5,12,0
114,F,10,12,0
72,F,3,10,1
89,M,2.3,10,1
114,F,2,10,1
114,F,2,10,1
114,F,2,10,1
114,M,10,10,1
89,M,3.5,10,1
114,M,0.8,10,0
114,M,0.8,10,0
114,M,0.8,10,0
114,M,7.5,10,0
114,F,12.5,10,0
114,F,1.4,10,0
114,F,0.8,10,0
114,F,0.8,10,0
114,F,0.8,10,0
114,F,0.8,10,0
114,F,17.5,10,0
114,M,4.1,10,0
114,F,3.2,10,0
114,F,6.9,10,0
114,F,6.7,10,0
114,M,15.4,10,1
114,F,4,10,0
114,F,5,10,0
72,M,4,10,1
114,M,4,7,1
114,F,5,7,1
114,M,4,10,0
114,F,10,10,0
114,F,5,10,0
114,F,10,10,1
114,F,4,10,0
114,M,4,10,0
114,F,4,10,0
114,F,5.3,10,1
114,F,4,10,1
114,F,3,10,1
114,F,0.4,10,1
114,M,0.7,10,1
114,M,0.5,10,1
72,M,3,7,1
72,M,3,7,1
114,M,5.2,10,0
114,Q,25,10,0
125,F,7,10,1
67,M,16.3,10,0
114,F,3.4,10,0
128,F,4,10,1
114,M,3.2,10,0
114,F,25,10,0
114,F,15,10,0
67,M,20,10,0
114,M,2.7,10,1
114,M,2.6,10,1
20,M,13,10,1
114,M,12.3,10,0
114,M,25,10,0
114,F,7.7,10,0
72,M,2.9,10,1
108,M,8.8,10,1
114,F,5,10,0
114,M,3.8,10,0
72,M,3.8,10,1
114,F,5.1,10,0
114,F,3,10,0
128,M,4.5,10,0
128,F,3.3,10,1
89,F,3.4,10,0
89,M,2.9,10,1
114,M,8.6,10,0
114,M,15,10,0
114,F,5,10,0
114,F,6,10,0
114,F,7,10,0
114,M,5,10,0
114,M,2,10,0
114,F,6,14,0
114,M,6,14,0
114,F,6,14,0
101,F,4,14,0
114,F,4.2,10,1
114,F,4.4,10,1
114,M,10,10,0
114,M,10,10,0
114,M,10,10,0
114,M,5,10,0
114,F,1.5,10,0
114,M,1.5,10,0
114,F,3.5,10,0
114,M,10,7,0
114,M,20,10,0
134,F,5,10,1
114,F,5,10,0
114,F,5,10,0
114,M,5,10,0
114,F,10,10,0
114,M,8,10,0
114,F,5,10,0
114,F,5,10,0
114,F,5,10,0
114,M,5,10,0
114,M,15,10,0
114,M,8,10,0
114,F,7,10,0
105,M,18.6,10,1
114,M,6,14,0
114,M,12,14,0
67,M,16,10,1
101,F,2.9,10,0
67,M,15,10,0
114,F,1,10,1
114,M,4,10,1
114,F,6,10,1
114,M,2,10,0
114,M,12,10,1
114,F,3,10,0
114,M,4.1,10,1
114,M,11.3,10,1
114,F,3.5,10,0
67,F,12,10,0
114,M,5,12,1
114,M,4.2,10,0
114,M,6.2,10,0
114,M,20,10,0
124,M,6,10,0
114,F,10,10,1
114,M,8.2,10,1
114,F,8.1,10,1
128,F,2.7,10,1
114,F,10.8,10,1
32,M,2.5,10,1
67,M,18,10,1
114,F,1.8,10,1
124,M,6,10,1
72,M,5,10,0
114,F,3,10,1
114,F,10,10,0
114,F,8,10,1
114,M,11,11,0
114,F,13,11,0
114,F,25,11,1
114,M,6,12,0
114,F,5,14,0
114,M,6,10,0
114,F,3.5,10,1
128,M,4.5,10,1
114,F,8,11,0
114,F,5,10,1
54,F,30,10,1
114,F,5,10,0
122,F,25,10,1
114,M,28,10,0
114,M,2.5,10,0
114,M,3,10,0
114,M,3,10,0
114,F,2.4,10,0
114,M,2.2,10,0
114,M,14.8,10,0
69,M,27.6,10,1
114,F,0.7,10,0
114,M,0.7,10,0
114,M,0.7,10,0
114,F,0.7,10,0
114,F,0.7,10,0
114,F,0.7,10,0
114,F,0.7,10,0
114,F,19.5,10,0
114,F,14,10,0
72,F,1.8,10,1
38,F,3.7,10,1
114,F,7,10,0
114,F,10,10,0
114,M,5,10,0
114,M,7,10,0
113,F,3,10,1
114,M,6,10,0
114,M,12,10,0
114,F,10,10,0
69,M,25,10,1
72,M,3.5,10,0
72,M,4.5,10,0
114,F,5.4,10,1
114,F,4.3,10,1
114,F,5.9,10,1
128,M,2.75,7,1
114,M,4,14,1
114,F,6,10,0
67,F,17.6,10,0
114,M,25,10,1
114,M,12,10,0
114,Q,10,10,0
89,F,5.9,10,1
114,F,2.6,10,0
114,F,2.6,10,0
114,F,3.9,10,0
114,M,25,10,0
69,F,40,10,0
69,F,37,10,0
114,F,3,10,0
114,F,4.8,10,0
114,F,20,10,0
114,M,4.2,10,0
114,M,4.3,10,0
114,M,9.6,10,0
124,M,4.4,10,1
32,M,3,10,1
114,M,25,10,0
114,F,4,10,0
114,F,2,10,0
114,F,15,10,0
114,M,7.8,10,0
114,F,15,10,0
67,M,2,11,1
114,M,2.5,11,0
114,M,2.5,11,0
67,F,2,11,0
67,F,2.5,11,0
67,F,2,11,1
114,Q,4,11,0
114,Q,4,11,0
78,F,5,11,0
128,F,3.5,11,1
114,F,25,7,1
114,F,10,11,0
114,M,20,11,0
114,M,8,10,1
114,M,25,11,0
114,M,30,11,0
128,M,5,11,1
114,F,1.4,11,1
114,M,1.3,11,1
114,F,1.3,11,1
114,F,20,11,1
113,M,4,11,0
114,M,3.1,11,0
128,M,1.5,11,1
114,F,6,11,0
114,F,2,7,0
114,M,1.2,7,0
114,F,1.2,7,0
114,F,1.7,7,0
114,M,1.8,7,0
32,F,2,11,1
72,M,3,11,1
114,M,6.5,10,0
114,F,6.2,7,0
114,F,5.7,7,0
114,M,5,11,0
114,M,1.9,11,1
114,M,24,11,1
114,F,28,11,1
114,M,0.8,11,1
114,M,1.2,11,1
114,M,1.2,11,1
114,M,1.1,11,1
114,F,1.2,11,1
114,F,1.2,11,1
114,F,5.5,11,1
114,M,11.5,11,1
114,F,10.9,11,1
114,M,0.76,11,1
114,F,0.76,11,1
114,M,1.03,11,1
114,F,15,11,0
114,F,3,11,1
114,M,3.5,11,0
114,F,3.5,11,1
114,M,3,11,0
69,M,35,12,1
114,F,3,11,0
114,F,7,11,0
72,F,2.3,11,1
128,F,4.8,11,1
114,F,2.9,11,0
114,F,4,11,0
114,M,15,11,0
114,F,20,11,1
114,F,4,11,1
69,F,12,11,1
67,M,20,11,1
50,M,11,11,1
128,M,4.13,11,1
89,F,2.9,11,1
114,M,15,11,0
114,F,3,11,1
114,F,13,11,1
114,M,1.8,11,1
114,M,6,11,0
128,M,3.6,11,1
114,F,4,10,0
114,Q,5,8,0
114,Q,5,8,0
114,Q,5,8,0
114,Q,5,8,0
114,Q,5,8,0
120,M,30,12,0
114,M,5.7,7,0
67,F,4,10,1
114,M,4,10,0
114,F,4,10,0
114,F,4,10,0
128,M,5,10,1
114,M,6,7,0
114,M,17,7,1
114,M,8,10,0
114,M,6.2,10,0
38,M,7.8,10,0
124,M,5,10,0
54,M,42,10,1
114,M,1.8,10,1
128,M,6,10,1
67,M,25,10,0
114,M,4.2,11,1
72,F,3.2,11,1
114,M,16.2,11,0
114,F,10.5,11,0
114,F,8.5,11,0
114,F,8.1,11,0
114,M,6.1,11,0
124,M,10,11,1
114,F,3.1,11,1
114,M,2.5,11,0
54,M,16.6,11,0
114,F,11.5,11,0
114,F,2.8,11,0
114,F,3.2,11,0
114,F,2.9,11,0
114,M,2,11,1
114,M,4,11,0
114,F,2,11,0
114,F,2,11,0
114,M,4.2,11,1
114,F,3,11,1
114,F,2.45,11,1
128,M,1.5,11,1
114,M,15,11,1
114,F,7,10,1
69,F,24,11,1
114,M,4,11,0
114,M,4,11,0
72,M,3.5,11,1
114,F,6,11,0
67,F,5,11,1
114,F,3,7,0
114,F,13,14,1
114,M,13,14,0
114,M,4,14,1
114,M,16,11,0
114,F,7,11,1
108,M,13,11,1
41,M,23,11,1
67,M,13,11,1
114,M,1,11,1
114,M,1.4,11,0
114,M,35,11,0
114,F,1,11,1
108,F,8,11,1
114,F,15,11,0
72,M,2.2,11,1
128,F,0.7,11,1
67,M,2,11,1
89,M,4,11,1
72,M,2,11,1
101,F,3.5,11,1
69,M,30,11,1
128,F,3,11,1
72,M,2,11,1
114,F,4.5,12,1
114,M,10,12,0
54,F,25,12,1
122,F,22,12,1
114,M,3,9,0
114,F,7,12,0
114,M,4,12,1
114,F,2,12,1
54,M,10,12,1
124,M,4.8,9,0
89,M,5,9,1
89,M,3,7,1
114,M,20,7,1
114,M,20,7,1
114,Q,1.5,7,0
114,Q,1.5,7,0
114,Q,1.5,7,0
114,F,1,12,0
114,F,1,12,0
114,F,1,12,0
114,M,1.1,12,0
67,F,13,7,1
50,F,8,12,1
114,M,8,12,0
113,F,3,12,1
67,F,8,12,1
114,M,7,12,1
114,M,15,10,1
114,M,7,10,0
13,F,9,7,0
114,F,5,12,1
114,F,6,12,0
67,M,22,12,1
67,F,16,12,1
128,M,3.5,12,1
114,F,10.74,9,0
72,M,5.74,9,0
114,M,3,12,1
114,F,1.8,12,1
114,F,1.4,12,1
114,F,1.5,12,1
114,F,1.2,12,1
114,F,5.5,12,1
114,M,7.5,12,1
67,F,16,12,0
114,M,7.2,12,1
114,M,2.4,12,1
114,F,3.5,12,1
128,M,5.5,12,1
128,M,6.2,12,1
32,M,4.1,12,1
125,F,7.5,12,1
18,M,9,12,1
114,F,17,12,1
114,F,1,12,1
72,F,4.2,12,1
114,M,6.2,12,1
114,M,8.2,12,1
114,M,9,12,0
128,F,6,12,1
114,F,5.45,12,0
114,M,5.6,12,0
114,M,2,12,0
114,F,7.28,10,0
114,M,7,12,0
114,M,2,14,1
114,F,1,10,0
114,M,1,10,0
114,F,1,10,0
114,F,6,10,0
114,M,18,10,0
114,M,12,10,0
114,F,8,10,0
128,F,3,10,1
114,M,4,10,1
67,M,25,10,0
36,F,29,10,1
114,F,10,10,0
114,F,14,10,0
114,M,6,11,0
114,F,5,14,1
114,M,2,11,0
114,M,1.8,11,1
114,M,1.8,11,1
114,M,1.6,11,1
72,F,2.8,11,1
114,F,12,12,0
114,F,9.1,12,0
114,M,13.5,12,0
114,M,9.7,12,1
114,M,22,12,0
114,F,8.9,12,0
114,M,19.9,12,1
114,M,18,12,0
114,M,5.4,12,0
114,F,5.4,12,0
114,M,13,12,0
114,F,8.7,12,0
114,M,12.4,12,0
114,F,0.6,12,0
114,F,0.6,12,0
114,F,0.6,12,0
114,F,0.6,12,0
114,M,0.6,12,0
114,M,9.9,12,0
114,M,12.7,12,0
114,F,2.5,12,1
114,F,3,12,1
114,F,3,12,1
114,F,3,12,1
114,M,3,12,1
114,M,15,12,0
114,M,2,12,0
128,F,2.2,12,1
72,M,3,12,1
114,F,4,12,1
114,M,6,15,1
114,F,18,12,0
114,F,15,12,0
114,F,3,12,0
114,F,0.2,12,1
114,M,0.2,12,1
114,F,15,12,1
114,M,5,7,0
114,F,15,9,0
114,M,1,12,1
114,F,1,12,1
18,F,5,12,1
114,F,3,12,0
32,Q,3,12,0
114,F,9.3,12,0
114,F,4.5,12,0
114,M,2.6,12,0
114,M,1.2,12,1
114,M,1.2,12,1
114,F,14,12,0
114,F,3.1,12,0
114,M,18,12,0
114,M,6.3,12,0
89,F,1,7,1
72,F,1.8,12,1
128,F,4,12,0
128,M,4.5,12,0
114,F,0.82,12,1
114,M,0.85,12,1
114,M,6.55,12,0
101,F,6,12,1
114,F,8,12,0
72,M,3.8,12,1
114,F,6.1,12,0
114,M,1.9,9,1
114,M,1.3,9,1
114,M,1.6,9,1
114,F,1.5,9,1
114,F,1.1,9,1
72,M,3,9,1
67,M,9,10,1
67,F,8,10,0
114,M,1.3,10,0
114,M,1,10,1
114,M,1.5,10,1
114,F,1,10,1
103,F,25,10,1
114,M,2,10,1
114,F,2,10,1
157,F,19,10,0
114,M,6.8,10,0
114,M,6.1,10,0
114,M,2.4,10,1
114,F,7.2,10,1
114,F,1.6,10,1
72,F,2,10,1
72,F,4,10,1
135,F,20,7,1
114,F,3,10,0
114,F,1,10,0
114,F,1,10,0
114,F,1,10,0
114,F,10,10,0
128,Q,7,7,0
114,Q,10,7,0
115,Q,22,7,0
124,M,5,10,1
114,M,1,10,1
78,M,3.2,10,1
67,F,16,9,0
89,M,5,10,0
114,M,5,10,0
114,M,5,10,0
114,M,5,10,0
114,M,5,10,0
56,M,15,10,1
56,F,15,10,1
114,F,5,10,0
114,M,5,10,0
114,F,7,10,1
114,M,1.1,10,0
114,M,1,10,0
114,M,18,10,0
114,F,0.7,10,0
114,F,0.7,10,0
114,M,0.7,10,0
114,F,6,10,0
114,F,1.3,10,1
114,F,3,10,1
114,M,8,10,1
100,M,3,9,1
114,F,4,10,1
114,M,5,10,1
67,M,20,7,0
114,M,6.16,7,0
89,F,4,10,1
114,F,15,10,0
113,M,3.5,10,1
13,M,9.8,10,0
114,M,18.5,10,0
114,M,5,10,1
69,M,25,10,0
69,M,20,10,0
118,F,35,10,1
114,F,6.63,9,0
114,F,3,10,1
114,M,3,10,1
114,F,3,10,1
114,F,3,13,1
114,F,3,13,1
114,F,10,13,1
113,M,2.5,10,1
22,M,4,10,1
114,F,4,10,0
114,M,5.3,10,0
114,F,20,10,0
72,M,3,10,1
114,M,3.2,10,1
114,M,26,10,1
38,F,6,10,1
72,F,3.3,10,1
114,F,3,10,1
72,M,4,10,1
128,F,2.6,9,1
72,M,3,10,1
114,F,4,10,1
128,F,4,10,1
99,F,13,10,1
128,M,4.5,10,1
22,F,8,10,1
114,F,14,10,0
89,M,2.5,10,1
101,M,4,10,1
114,M,5.62,10,0
128,M,4,10,1
114,M,3,10,1
114,M,3,10,0
128,M,5,10,0
128,F,5,10,0
108,F,7,10,1
114,M,6,11,0
114,F,8,11,1
72,F,2.4,11,1
69,M,20,14,1
114,F,6,12,1
114,M,4,15,0
101,F,3,12,1
124,M,4,12,1
18,F,2.5,12,1
72,M,4,12,1
108,F,13.4,10,1
114,F,2,10,0
114,M,2,10,0
114,M,2,10,0
114,F,18,10,0
114,F,2.7,10,1
114,M,4,10,0
72,F,2.9,10,1
114,M,13,10,0
114,M,11.2,10,0
114,F,7.4,10,0
114,M,13.6,10,1
114,M,4.4,10,0
114,F,2,10,0
72,F,1.6,10,1
114,F,3.8,10,1
114,F,3.7,10,1
114,M,3.9,10,1
114,F,2.5,10,0
114,F,14.5,10,0
114,M,21,10,0
114,M,10.9,10,0
114,F,15,10,0
114,F,18,10,0
114,F,2,10,0
114,F,2.2,10,0
114,M,20,10,0
114,M,20,10,0
128,M,4.4,9,1
114,M,3.6,9,1
114,M,2.9,10,0
114,M,2.2,10,0
114,F,2,10,0
114,F,2,10,0
114,F,2,10,0
114,F,10,10,0
114,F,10,10,0
114,F,5,10,0
67,F,21,7,0
114,Q,4,7,0
114,Q,4,7,0
114,Q,4,7,0
67,F,13,7,1
114,M,13,7,0
114,F,15,10,0
101,M,4,10,1
114,F,2,10,0
114,F,8,10,1
114,M,5,10,0
114,F,15,10,0
67,M,17,10,0
114,M,2,10,0
114,F,3,10,0
114,F,6,10,0
72,F,2.8,10,1
128,F,3,10,0
114,M,2,14,1
128,M,6,14,1
114,F,5,14,1
114,M,5,10,0
69,F,27.3,10,0
114,M,6.5,10,0
114,F,15,10,0
69,M,30,10,0
3,F,3,10,0
3,F,3,10,1
3,M,3,10,1
3,M,3,10,0
128,F,3,10,0
114,F,15,10,0
114,F,13,10,0
114,F,2.6,10,0
114,M,1,10,1
114,M,1.3,10,1
54,F,20,10,1
114,M,2.9,10,1
114,M,1.52,10,1
114,F,2,10,0
89,F,2.5,10,1
114,M,3.2,10,0
114,F,3.2,10,1
114,M,2.2,10,0
114,F,2.15,10,0
128,M,4,10,1
123,M,8,10,0
128,F,5,10,1
114,F,4,10,0
128,M,4.5,10,0
114,M,11,10,0
114,M,5.3,10,0
114,F,4.2,10,0
72,F,2.8,10,0
114,F,12,10,0
114,F,5,10,0
114,M,7,10,0
67,F,5,10,0
67,F,5,10,0
114,M,12,14,1
114,M,7,10,0
114,F,8,10,0
114,F,15,10,0
114,M,18,10,0
114,F,5.3,10,1
114,F,7.5,10,0
114,M,29,10,1
114,M,35,10,1
114,F,20,10,0
114,F,8.5,10,0
114,F,5.2,10,0
114,M,1,10,1
114,M,1,10,0
114,Q,1,7,1
114,F,5,7,1
114,M,5,10,0
114,M,5,10,0
114,M,5,10,0
114,M,5,10,0
18,F,4,10,1
113,F,1.6,10,1
67,M,7,7,0
87,M,5,10,1
114,F,1.5,10,1
114,F,5,10,0
114,M,15,10,0
114,M,5,10,0
114,M,3,10,0
114,M,3,10,0
114,F,3,10,0
103,M,14,14,1
114,M,3,14,0
128,F,8,14,0
114,M,11.5,10,1
114,F,5,9,0
114,M,1,9,0
114,F,1,9,0
114,F,1,9,0
67,M,7,10,1
114,F,5,10,1
114,F,4,10,1
103,F,30,10,1
72,F,4,10,0
114,F,5,10,1
114,M,2.2,10,1
72,M,4,10,1
114,M,2,10,1
114,M,1.5,10,1
114,M,1.5,10,1
114,M,1.5,10,1
114,F,7.1,9,0
114,M,1.7,9,1
114,M,14,9,0
114,M,3.6,9,0
72,F,2.5,9,1
72,F,4,9,0
114,F,2.8,9,1
113,F,3,9,0
67,M,15,9,1
113,F,4,9,0
67,F,13,9,1
114,F,6,10,0
114,F,6,10,0
72,M,1.5,10,1
114,M,8,10,0
114,M,5,8,0
114,F,5,10,0
114,M,5,10,1
67,M,15,10,1
67,F,15,10,1
114,M,15,10,1
128,F,2.96,10,1
72,M,2.7,10,0
114,M,5,7,1
114,M,5.2,7,1
114,F,4.7,7,1
114,M,4.7,7,1
114,M,4.9,7,1
114,M,3,10,1
114,F,2,10,0
114,F,4.5,10,1
114,F,5.8,10,1
114,M,2,10,1
114,M,20,9,0
114,M,6.3,10,1
114,F,17,10,1
114,F,15,10,1
114,M,2.58,10,1
114,M,3.13,10,1
114,M,2.58,10,1
114,F,2.71,10,1
114,F,1.5,10,1
114,M,9.05,10,1
114,M,15,10,0
114,M,25,10,0
72,F,4.5,10,1
114,F,7,10,1
114,F,7,10,1
114,F,18,10,1
114,F,20,10,0
114,M,13,10,0
114,M,2,10,1
114,F,1.6,10,1
114,F,1.46,10,1
114,M,1.76,10,1
114,F,1.62,10,1
114,F,6.8,10,0
143,F,45,10,0
124,M,4,10,1
114,M,4.9,10,1
114,F,4.9,10,1
114,M,10.3,10,0
114,F,1.2,10,1
114,M,1.5,10,1
114,M,1.4,10,1
114,F,1.2,10,1
72,F,2.3,10,1
128,M,6.2,10,1
114,M,14,7,1
124,F,5.62,10,1
124,F,5,10,1
38,F,4,10,0
114,M,25,10,1
72,M,4.3,10,0
124,F,5,10,1
114,M,2,10,1
101,F,4,10,1
128,F,4.8,10,1
114,M,7.8,10,1
67,M,26.57,10,1
114,M,2,10,0
114,M,4,10,0
114,F,2,10,0
114,M,3,10,0
114,F,9.36,11,0
114,M,5,11,0
69,M,25,12,1
114,F,7.5,10,1
38,F,5.8,10,0
114,M,4,10,0
67,M,15,10,1
114,M,3.4,10,1
114,M,6,10,0
114,M,3,10,0
114,M,3,10,0
114,F,3,10,0
124,M,13,10,0
146,M,30,8,0
67,M,28,10,0
