kindNum,sexCd,weight,noticeDays,processState
114,M,4.1,10,0
128,F,4.5,10,1
114,F,2.9,10,0
128,M,4.6,10,1
114,F,4.3,10,0
128,M,4.6,10,1
114,F,8.3,10,0
114,M,10,14,0
114,M,0.5,14,1
114,M,3,10,1
114,F,4,10,1
114,F,6,10,1
114,M,5,10,1
114,M,8,10,0
114,F,4,10,0
114,F,6,10,0
114,F,1,7,1
114,F,1,7,1
114,F,15,10,0
114,M,5,10,0
114,F,4,10,0
114,F,10,10,0
114,M,6,10,0
114,M,5,10,1
114,F,13,7,0
114,M,5,7,1
114,M,8,7,0
114,M,5,10,0
114,F,5,10,0
114,M,5,10,0
114,M,7,10,0
114,M,7,10,0
114,M,7,10,0
114,M,7,10,0
114,F,7,10,0
114,F,8,10,0
114,F,7,10,0
114,M,8,10,0
89,M,8,10,0
114,M,15,10,0
114,M,7,10,0
114,F,7,10,0
114,M,10,10,0
114,M,10,10,0
114,F,15,10,0
114,F,6,17,1
114,M,18,10,0
114,F,6,10,1
114,F,9,10,1
114,F,2.5,10,1
114,M,5,10,1
114,M,5,7,0
114,F,1,7,0
114,F,10,7,0
124,M,5,10,0
114,F,10,10,1
114,F,13,10,1
114,F,2,10,1
128,F,3,10,1
114,F,4,10,1
101,M,3.2,10,0
67,M,18.3,10,0
72,M,2,10,1
113,M,8.5,10,1
114,M,8,10,0
114,F,5.2,10,1
114,M,13,10,0
114,M,12.5,10,0
114,M,4.2,10,1
101,F,6,10,1
101,M,0.7,10,1
114,M,10.5,10,1
72,F,4.4,10,1
101,M,4.1,10,1
72,M,3.8,10,1
114,F,6.2,10,1
100,F,11.3,10,1
113,M,5,12,1
72,F,4,12,1
101,M,4,12,1
101,M,5,12,1
114,M,11,10,1
72,F,4.9,7,1
27,M,26,10,1
50,F,5,10,0
114,F,13,10,0
25,M,5,10,1
50,F,6,10,0
114,F,4,10,1
69,F,20,10,0
128,M,1.5,10,0
114,M,25,12,0
114,F,6.94,12,0
1,Q,10,9,0
114,F,5.43,10,0
114,F,3,13,0
114,F,3,13,1
114,M,3,13,0
114,M,3,13,0
114,M,3,13,0
113,F,3,10,1
114,M,15,10,1
114,F,6,10,0
114,M,6,10,0
114,M,8,10,0
114,M,8,10,1
114,M,8,10,1
114,F,7,10,0
114,F,1.24,10,0
114,F,12,10,0
101,M,3.8,10,1
54,M,20,10,0
114,F,13,10,1
114,F,9.2,10,0
114,F,9.7,10,0
114,M,11.4,10,0
114,M,10,10,0
54,F,61.3,10,1
114,F,5.4,10,0
114,F,3.2,10,0
114,F,3.2,10,0
114,M,5.1,10,1
123,F,5.9,10,1
114,F,0.2,10,0
114,F,16,10,0
114,F,3.4,10,1
114,F,14,10,0
114,F,16,10,0
114,F,3,10,1
114,M,8,7,1
114,M,0.5,10,1
114,M,13,10,0
114,F,5,17,0
128,M,4,17,0
89,M,3,17,1
72,F,3.2,10,1
101,M,4.5,10,1
128,M,3.7,7,0
114,F,7,10,1
32,M,3,10,0
114,F,1.5,10,1
114,F,4,10,1
114,F,5.3,10,0
114,M,1.6,10,0
114,M,1.8,10,0
114,F,1.6,10,1
114,F,2,10,1
114,M,2.5,10,1
114,F,8.2,10,0
128,F,1.5,10,1
114,F,3.3,10,0
114,F,3,10,0
128,F,3.9,10,1
38,M,6.1,10,1
114,F,3,10,0
114,M,3,10,0
89,F,4,10,1
67,F,10,10,0
114,F,4,10,0
72,M,3,10,0
113,M,2,10,0
114,F,12,10,1
114,M,1.5,10,1
72,M,2.3,10,1
114,F,6,10,0
114,F,15,10,0
114,M,8,10,1
113,F,4,10,1
114,M,1.9,10,0
128,F,4.8,10,0
72,M,2.7,10,1
124,M,6.6,10,0
114,M,16,10,0
114,M,7.2,10,1
114,F,1,10,0
114,F,3,11,0
114,M,3,11,0
114,M,3,11,0
114,M,23,11,1
114,F,3.2,11,1
114,M,2.1,11,1
114,F,2,11,1
114,M,14.5,11,0
32,F,2.2,11,1
114,F,10,7,0
114,M,20,7,1
114,M,18,11,1
114,F,14,11,0
114,F,5,11,0
113,F,3,11,0
113,M,2.5,11,0
113,M,3,11,0
114,M,8,11,0
146,M,30,12,0
114,M,6,11,0
114,F,3,11,0
114,M,3,11,0
114,M,3,11,0
114,F,8,11,0
32,F,5,11,1
72,F,3,11,1
67,F,16,11,1
114,F,1.8,11,1
114,F,13,11,1
114,F,10,11,1
114,F,15,11,0
114,Q,6,11,1
114,Q,15,11,0
114,M,10,11,0
128,M,3,11,1
72,M,3,11,1
114,F,12,11,1
89,M,3,11,1
50,F,3,11,1
114,M,4.7,11,0
114,F,4,10,1
114,M,1.5,10,1
114,F,4,11,0
114,F,4,11,0
122,F,20,11,0
114,F,4,11,0
114,F,4,11,0
114,M,4,11,0
69,F,18,11,1
114,F,7,11,0
114,F,7,11,0
114,F,7,11,0
114,M,4,11,0
114,F,4,11,0
114,M,18,11,0
114,F,0.8,11,1
113,M,4.5,11,1
72,F,2.4,11,1
114,F,5.33,11,0
114,F,5.35,11,0
114,M,6.28,11,0
113,M,5,11,0
114,M,18,11,0
114,M,4.5,11,1
114,M,15,11,0
114,M,12,12,0
114,M,1,11,1
54,F,22,11,1
114,F,9.2,11,1
72,M,4.2,11,1
128,M,3.2,11,1
84,M,25,11,1
114,F,7.1,11,0
114,M,2,11,0
114,F,2,11,0
114,F,1.8,11,0
114,M,1.8,11,0
114,M,1.8,11,0
114,F,2,11,0
114,F,2,11,0
114,M,2.3,11,0
114,M,2.8,11,0
114,F,5,11,1
114,F,2.4,11,1
114,M,2.4,11,1
114,F,2.6,11,1
72,M,11,11,1
128,M,3.29,11,1
114,M,3,11,0
114,M,5,11,1
114,F,4.5,11,1
114,F,4,11,1
114,F,15,11,0
114,F,15,11,1
114,M,18,11,0
32,M,3.4,11,1
128,M,3.8,11,0
114,M,5.4,11,0
114,M,5,10,0
114,M,5,11,0
114,M,4,14,0
114,F,4,14,1
114,F,3.7,10,0
128,M,4.6,10,1
32,M,3.2,10,1
1,M,20,10,0
114,F,12,10,0
72,M,3.8,10,0
114,M,15,10,0
114,F,5,10,0
114,M,20,10,0
103,M,20,10,0
114,F,7,10,1
114,M,3,17,0
114,M,22,10,1
114,F,3.5,10,1
114,F,5,10,0
114,F,4,10,0
114,F,15,10,0
114,M,12,10,0
67,F,30,10,1
114,M,1,10,1
72,M,3,10,1
128,M,6.3,10,0
32,M,4.5,10,1
114,M,2.7,11,0
114,M,1.3,11,0
114,M,2.1,11,0
114,F,14.2,11,0
114,F,11,11,0
114,F,7.5,11,0
114,F,6.5,11,0
114,F,4.5,11,1
114,M,15.5,11,0
114,F,16.5,11,0
114,M,17,11,1
114,M,5,11,1
114,F,3,11,0
114,M,22,11,1
114,M,4,11,0
114,M,1,10,0
114,F,1,10,0
114,F,1,10,0
114,F,4,10,0
114,M,3,11,0
114,M,3,11,0
114,M,3,11,0
114,M,3,11,0
67,M,15,11,0
114,F,10,11,0
114,F,12,7,0
67,F,1,11,1
67,F,1,11,1
67,F,1,11,1
114,F,5,11,0
72,M,3,11,0
101,M,8,11,1
89,M,5,11,1
114,M,6,11,0
114,M,5,11,1
114,F,11,11,0
114,F,3,11,0
114,M,1,11,0
113,F,7,11,0
114,M,8,11,0
100,F,12,11,1
72,M,5,11,0
114,F,2,7,1
114,F,8,7,1
114,M,5,7,1
114,M,3,11,1
114,F,7,11,1
114,M,6,11,1
114,M,2,11,1
114,F,2,11,1
114,F,2,11,1
114,F,2,11,1
128,M,5,11,1
114,F,12,11,0
27,M,17,11,1
67,M,21.3,11,0
114,F,2.9,11,1
114,F,4.8,11,0
114,M,12,11,0
114,F,0.6,11,0
114,F,3.4,11,0
114,F,18,11,1
114,F,7.8,11,0
128,M,3.2,11,1
114,F,1,11,1
114,M,1,11,1
114,F,1,11,1
114,F,1,11,1
114,F,1,11,1
114,M,1,11,1
114,F,1,11,1
114,F,18,11,1
128,M,5.3,11,1
128,F,5.3,11,1
124,F,3.8,11,1
114,M,5,11,1
128,F,6,11,1
89,M,5.5,11,1
72,M,5,11,1
114,F,5,11,0
114,M,3.6,11,0
114,M,3.7,11,1
114,M,3.7,11,0
89,M,3.4,11,1
114,F,9,12,0
114,F,4.5,12,1
114,F,1,12,0
114,F,5,12,0
142,F,20,12,1
114,M,4,12,0
114,F,15,14,0
114,F,15,14,0
67,M,15,14,0
114,M,2,12,0
114,M,2,12,0
114,M,2,12,0
114,M,2,12,0
114,F,5,12,1
114,F,10,12,1
114,F,11,12,0
114,Q,4.5,12,0
128,M,3,12,1
114,F,4,12,1
114,M,5,12,1
32,F,4,12,1
114,M,5,12,1
114,F,15,12,0
56,F,20,12,0
114,F,2,12,0
114,M,2,12,0
114,M,1,12,0
114,F,1,12,0
114,F,1,12,0
114,M,1,12,0
67,M,16,12,1
20,M,13,12,1
114,F,14,12,1
114,M,4.5,12,1
114,F,3.5,9,1
72,M,2,12,0
114,F,3,7,0
114,M,0.1,7,0
114,F,0.1,7,1
114,M,0.1,7,1
114,F,0.1,7,1
114,F,4,7,0
114,F,1,7,1
114,F,1,7,1
114,M,1,7,1
114,M,1,7,1
72,M,4,12,1
32,F,2.5,10,1
114,F,28,7,1
114,M,26,7,1
54,F,26,7,0
128,M,5,12,0
114,F,2,12,0
114,F,10.2,12,0
146,M,26.83,9,1
114,M,20,12,0
114,M,10,12,1
114,F,12.7,12,0
114,M,1.3,12,1
114,F,17,12,0
114,F,17,12,0
114,F,18,12,0
114,M,8,12,1
89,M,2.4,12,1
114,M,7,12,0
114,M,4,12,1
114,M,5.5,12,0
114,F,5.8,12,0
72,M,3.2,12,1
113,M,2,12,1
22,F,4,12,1
128,F,3,12,0
34,M,7,12,0
114,F,5,12,1
128,M,4.5,12,1
114,M,30,12,1
114,M,2.8,12,1
114,F,2,12,1
114,Q,9.2,12,0
101,F,3,12,1
114,F,5.12,10,0
114,M,5.76,10,0
114,F,6.58,10,0
114,F,20,12,1
114,F,7,14,0
114,M,3.7,10,1
114,M,10,10,0
114,F,1.66,10,0
114,M,1.2,10,0
114,F,1.6,10,0
114,M,1.72,10,0
114,F,7,10,0
114,F,3,10,1
114,M,4.5,10,0
114,M,5,10,0
114,F,3,10,0
114,M,5,10,0
67,M,1,10,0
114,M,3,10,1
114,M,5,10,0
114,F,5,10,0
89,F,1.5,10,1
114,F,2,10,0
114,M,7,11,1
67,M,30,11,0
114,M,1.2,11,1
114,F,5,7,1
114,F,3,11,0
114,M,8,11,0
114,F,14.3,12,0
54,M,22.6,12,0
124,M,4.5,12,1
114,F,5,12,0
114,F,3.5,12,0
114,M,4.7,12,0
114,M,10.3,12,0
150,M,23,12,1
114,F,8.4,12,0
114,F,3.7,12,0
114,F,2,12,1
114,F,1.3,12,1
114,F,2.4,12,1
114,M,5,12,0
114,M,5,12,0
114,M,8,12,0
114,M,4.5,12,1
114,F,7,15,0
114,F,3.8,12,1
114,F,12,12,0
114,F,5,12,0
18,M,3,12,1
101,F,3.46,12,1
114,M,8.1,12,0
114,M,7.6,12,0
114,M,2.8,12,0
128,F,4.3,12,1
114,F,3.6,12,0
114,F,3.8,12,0
114,F,2.2,12,0
114,M,25,9,1
101,M,5,9,1
56,M,34,9,1
114,M,1.9,12,0
114,M,2.2,12,0
114,F,2.4,12,0
114,M,1.9,12,0
114,M,3.7,12,0
114,F,3,12,0
114,F,9.4,12,0
114,F,2.3,12,1
114,M,2.8,12,1
114,F,2.5,12,1
114,F,16.1,12,0
114,M,17.5,12,0
89,F,3,12,1
114,M,9,12,0
67,M,24,12,1
114,M,9.54,12,0
123,M,6,12,0
60,M,3.5,12,1
114,M,3,14,0
114,F,3,14,0
114,M,1,14,0
114,F,1,14,0
114,M,1,14,0
114,M,5,14,0
114,M,5,14,0
114,F,5,14,0
114,F,5,14,0
50,M,5.2,10,1
114,F,0.19,10,0
114,F,0.22,10,0
114,F,0.18,10,0
114,M,1.3,10,1
114,F,4,10,0
114,M,3,10,0
114,F,1,7,1
114,M,1,7,1
114,M,7,10,0
114,F,6,10,0
114,F,18,10,0
114,F,8,10,0
114,F,10,10,0
114,M,8,10,0
114,M,6,7,0
114,M,9,7,0
114,F,9,10,1
114,M,12,10,1
114,F,8,10,1
114,F,4,10,1
128,F,4,10,1
114,F,5,10,0
32,F,2,10,1
114,M,10,10,0
90,M,3,10,1
7,F,30,10,0
122,F,25,10,0
114,F,9.6,10,0
114,M,3.7,10,0
114,F,3.5,10,0
27,M,15,10,1
89,F,5,10,1
89,M,5,10,1
114,F,3,10,0
114,M,1,10,1
114,M,1,10,1
114,F,1,10,1
114,F,2.2,9,1
101,M,5,9,1
114,M,0.5,9,1
114,M,0.5,9,1
114,F,0.8,9,0
114,M,9,9,0
114,M,5,7,0
114,F,3,7,0
114,M,3,7,0
114,M,3,7,0
114,F,6,7,0
72,F,3,7,1
114,M,2,10,0
114,M,0.6,10,0
118,M,10,9,1
114,F,2,9,1
114,M,2,9,1
89,F,4,10,0
89,M,3,10,1
114,M,5,10,1
114,M,2.6,10,0
39,M,3,10,1
39,F,3,10,1
39,F,3,10,1
39,M,3,10,1
114,F,2,10,1
38,F,4,10,1
114,M,10,10,0
114,Q,0.5,10,1
114,M,4,10,0
72,M,4.5,10,1
32,M,3,10,1
114,M,17,10,0
114,F,14,10,0
72,M,4,10,0
114,F,18,10,0
114,M,8,10,0
114,F,3.5,10,1
114,F,6.3,10,0
114,F,3.5,10,1
89,F,4.3,10,1
114,M,4.2,10,0
114,M,10.3,10,0
128,M,5.2,10,1
128,F,3,10,1
72,M,1,10,1
89,M,1.8,10,1
72,F,2.5,10,1
114,M,5,10,1
114,F,15,10,0
113,M,4,10,1
114,M,4.1,10,0
114,M,3.2,10,0
114,F,4.7,10,0
67,Q,15.6,10,0
114,F,3.3,10,1
89,F,5,10,1
128,F,1.5,11,1
114,M,28,12,1
114,F,1.7,14,0
114,M,1.5,14,0
114,M,25,14,0
114,F,9,10,1
72,M,2.7,10,1
114,F,13,10,0
114,F,7,10,1
114,F,5,10,0
114,M,5,10,0
114,M,5.2,11,1
114,F,20,7,0
114,M,25,7,0
114,F,1,7,1
114,F,1,7,0
114,M,1,7,0
114,M,5.6,12,0
22,M,8,12,0
114,F,7,12,0
72,M,2.7,12,0
114,F,3.9,20,0
101,M,4.4,20,0
114,F,14.3,10,0
114,M,11.5,10,0
114,M,5.7,10,0
114,M,5.4,10,0
114,M,9.1,10,0
114,F,10,10,0
114,M,18.2,10,0
114,M,19.2,10,0
89,F,1.4,10,1
114,F,20.9,10,1
114,M,6.1,10,0
114,F,4.1,10,0
114,F,4.1,10,0
114,M,0.9,10,1
114,F,0.9,10,1
114,M,0.9,10,1
114,F,0.9,10,1
114,M,0.9,10,1
114,F,0.9,10,1
87,M,6.8,10,1
114,M,20,10,0
114,F,3.4,10,0
114,M,10.5,10,0
114,F,13,10,0
114,M,3.7,10,0
114,M,12.4,10,0
114,M,2.6,9,1
32,M,3.5,9,1
114,F,10,10,0
114,M,10,10,1
128,M,4,10,1
54,M,40,10,1
72,F,3,10,1
114,M,5,10,1
114,M,4,7,0
114,F,2,7,1
114,M,17,10,1
114,F,7,10,0
114,F,10,10,0
128,F,2.5,10,1
114,M,4,10,1
114,F,2,10,1
114,F,2,10,1
114,M,2,10,1
114,M,20,10,1
114,F,5,10,0
114,F,5,10,0
114,M,30,10,1
128,M,5,9,1
77,M,5,10,1
114,F,2,10,1
114,F,7.9,10,0
114,M,1.7,10,0
114,F,1.3,10,0
114,M,1.6,10,0
114,F,1.6,10,0
114,M,1.8,10,0
114,M,1.6,10,0
114,F,8.9,10,0
114,F,2.4,10,0
114,F,2.4,10,0
114,M,1.8,10,0
114,M,2.8,10,0
105,M,30,10,1
105,F,20,10,1
114,F,3.8,10,0
114,M,3.5,10,0
114,F,1.6,10,0
114,F,1.4,10,0
114,F,1.3,10,0
114,F,1.2,10,0
114,F,20,10,0
114,M,15,10,0
114,F,20,10,1
114,Q,20,10,0
114,F,20,10,0
114,F,18,10,0
114,F,1.1,10,1
114,M,1.2,10,1
114,M,1.3,10,1
114,F,0.9,10,1
114,M,2.6,10,1
114,F,2.8,10,0
114,M,2.5,10,0
114,F,2.9,10,0
114,F,2.5,10,0
114,M,2.4,10,0
105,F,15,10,1
114,M,0.7,10,0
114,F,0.8,10,1
114,F,0.8,10,0
114,F,0.8,10,0
22,F,5,10,0
72,M,3,10,1
101,M,5,10,1
114,M,2.5,10,0
128,M,3.5,10,1
114,M,10,10,1
128,M,7.3,10,1
114,M,2,10,1
114,F,6,10,0
128,F,4.3,10,0
72,F,3.5,10,0
114,M,2.5,10,0
72,M,2.5,10,1
114,F,3.6,10,0
108,F,9.2,10,1
100,M,8.5,10,0
128,F,2.4,10,1
114,M,2.5,14,0
114,F,2.5,14,0
114,F,2.5,14,0
114,F,2.5,14,0
114,F,5,14,0
114,F,5,14,0
56,M,10,14,0
114,M,8,14,0
114,F,5,10,0
114,M,5,10,0
114,F,5,10,0
114,M,5,10,0
114,F,5,10,0
114,F,5,10,0
114,M,1.2,10,1
114,Q,1.2,10,1
114,F,2,10,1
114,M,0.7,10,1
114,M,0.8,10,1
114,M,0.9,10,1
114,F,0.8,10,1
114,F,0.9,10,1
114,F,0.8,10,1
114,F,3,10,0
128,M,5,7,1
114,F,1,7,1
54,M,25,7,1
114,M,7,7,1
101,F,2,7,1
101,F,2,7,1
101,F,3,7,1
101,F,3,7,1
101,M,4,7,1
114,M,22.5,10,0
114,M,1,10,0
114,M,1,10,0
114,M,1,10,0
114,F,1,10,0
114,F,1,10,0
114,F,1,10,0
114,F,1,10,0
114,M,1,10,0
114,F,1,10,0
114,F,9,10,0
114,M,10,10,0
114,F,12,7,1
114,F,4,10,0
114,M,4,10,0
114,F,8,10,0
114,F,27,14,1
114,M,8,14,0
114,M,27,14,0
114,M,30,14,0
114,M,10,14,0
114,M,13,14,0
114,M,10,14,0
114,M,12,14,0
114,F,1.5,10,0
114,F,1.5,10,0
114,M,1.6,10,1
114,F,1.5,10,1
114,M,7.5,10,0
72,M,4.4,10,1
114,M,7,10,0
114,M,1,10,0
114,M,1,10,0
114,M,1,10,0
114,F,4,10,0
114,F,3,10,0
114,M,4,10,1
114,F,4,10,1
114,F,4,10,0
114,F,1.2,10,1
114,F,1.2,10,1
114,M,1.2,10,1
114,M,1.2,10,1
114,M,4.5,10,1
103,F,20,10,1
72,M,2.5,9,1
67,M,10,7,0
128,M,3.7,7,0
114,F,4,10,1
32,M,3,10,1
89,M,3,10,1
20,M,5,10,1
114,M,5,10,0
72,M,2.5,10,1
114,M,1.5,10,1
114,F,4.5,7,0
114,Q,3,10,1
114,M,4,10,0
50,M,5,10,1
103,F,16.8,10,1
114,M,25,10,0
114,F,5.87,9,0
114,F,1.5,9,1
125,F,9,9,1
96,M,20,9,1
114,M,1.8,10,1
114,F,2.4,10,1
114,F,1.7,10,1
114,M,2.5,10,1
114,M,3.5,10,1
114,F,4.5,10,1
114,F,3.8,10,1
101,M,5.5,10,1
114,F,6.5,10,1
67,M,18,10,0
114,F,21,10,0
50,F,7.3,10,0
114,M,5.4,10,1
114,F,6,10,1
114,M,2,10,1
114,F,2,10,1
114,F,2,10,1
114,F,3,10,1
114,F,2.6,14,0
114,F,8.5,10,1
114,M,9.5,10,0
114,M,9,10,0
114,M,16,10,1
114,M,15,10,0
114,F,5.2,10,0
32,M,4,10,1
114,F,9.5,10,1
114,M,8.2,10,0
114,M,9.2,10,0
128,M,4.3,10,1
128,M,5.8,10,1
114,M,3.7,7,0
114,M,16,7,0
114,M,0.8,10,1
114,M,0.8,10,1
114,F,0.8,10,1
128,M,5,10,1
114,M,17,10,0
69,F,30,10,0
97,M,6.5,10,1
114,F,13,10,0
22,M,8,10,1
114,F,13,10,0
158,F,3.8,10,1
72,M,2.4,10,1
77,M,3.86,10,0
114,F,6.51,10,1
67,F,5.9,10,1
123,F,5.5,10,1
124,M,5,10,1
114,M,3,10,1
114,F,9,12,0
114,F,5,10,0
114,M,10,10,0
114,F,20,10,1
89,M,2,10,1
72,M,2,10,1
114,F,2,10,0
114,F,1.5,10,1
114,F,6,7,1
114,F,10,10,0
114,M,1.6,10,1
72,M,3,10,0
114,F,3,10,0
114,F,4,10,0
114,M,5.7,10,0
54,M,20,10,1
89,M,4,10,1
54,M,25,10,1
77,M,3.4,10,1
114,F,3,10,1
114,F,1.1,10,0
72,F,2.1,10,1
114,M,17.5,10,0
114,M,13.5,10,0
114,F,3,10,0
114,M,2,16,0
114,F,2,16,0
114,F,2,16,0
114,F,7,16,0
114,F,7,16,0
100,M,2,10,1
114,F,5,12,0
114,M,7.8,10,0
124,M,5,10,1
114,F,4.5,10,1
114,F,4.6,10,1
72,M,1.9,10,1
114,F,3.1,10,1
114,F,3,10,1
72,M,2.69,10,0
54,M,25,12,1
89,M,4.54,10,1
72,F,1.7,10,1
114,M,3.5,10,1
114,F,3,11,0
114,F,3,11,0
114,M,3,11,0
87,M,4.3,12,1
67,F,18,12,0
114,M,10,10,1
114,F,0.2,10,0
114,F,0.2,10,0
114,M,0.2,10,0
114,M,0.2,10,0
114,F,0.2,10,0
114,F,20,10,0
89,M,5.15,10,1
114,F,5,15,0
114,M,5,15,1
114,M,5,10,0
114,M,13.5,10,0
114,F,6,10,1
114,M,2,10,1
114,F,2,10,1
114,M,2,10,1
114,M,2,10,1
114,F,2,10,1
114,M,2.7,10,0
67,M,25,10,0
114,F,5,10,0
3,M,20,10,1
56,F,15,10,1
125,F,5,10,0
72,M,1,10,1
114,M,15,9,1
89,F,3,10,1
114,F,4,10,1
114,F,4,10,1
114,Q,5,9,0
114,Q,6,9,0
114,F,2,10,1
114,M,11,10,1
114,F,1.7,10,0
108,M,6.9,10,1
114,F,2.9,10,1
114,M,2.2,10,1
114,M,12.7,10,0
114,M,8,10,1
114,M,9.8,10,0
114,M,6,10,0
114,F,20,10,1
114,M,1,8,0
114,F,1,8,0
114,M,1,8,0
114,M,1,8,0
114,F,1,8,0
114,F,1,8,0
114,M,1,8,0
114,M,17,9,0
114,M,7,9,1
101,F,5,9,0
113,M,1.48,8,1
114,F,4,10,0
114,M,15.5,10,0
67,M,24,9,1
114,F,5,10,0
114,M,5.9,9,0
89,F,3,9,1
114,M,8,9,0
90,M,5,10,1
126,F,4,10,1
100,M,10,10,1
69,M,29,10,0
114,M,1.7,10,1
114,F,1.8,10,1
114,M,19,10,0
114,M,2,10,1
114,F,2,10,1
114,F,2,10,1
114,F,2,10,1
128,M,6,12,1
114,F,2.1,12,1
114,F,4.1,10,0
114,F,3.8,10,0
114,M,10.3,10,0
114,M,12.4,10,0
128,M,3.7,9,0
114,F,4,10,1
114,M,6.8,10,1
114,F,2,10,1
38,M,7,10,1
126,F,6.5,10,1
114,M,6,10,0
124,M,3.8,10,1
67,F,15,11,0
114,M,12,7,0
114,F,8,7,0
114,F,8,7,0
114,M,8,7,0
114,F,15,7,0
114,F,4.9,12,0
114,F,3,10,1
114,F,5,10,0
114,M,5,10,0
114,M,4,10,1
114,M,6,10,0
114,F,4,10,0
114,F,4,10,0
114,F,4,10,0
114,F,4,10,1
114,F,4,10,1
114,F,6,10,1
114,M,3,10,1
89,M,2,10,1
114,F,3.5,10,1
114,M,6.3,20,0
114,F,4.1,20,0
114,M,5.6,10,1
114,F,10,10,0
114,M,10,10,0
114,M,2.1,10,0
114,F,16,10,0
114,M,4,10,0
114,M,4.9,10,0
114,M,21,10,0
114,M,15.5,10,0
114,F,7.7,10,0
114,F,6.8,10,0
114,M,5.6,10,0
114,F,11.5,10,0
114,M,5.4,10,0
114,M,6.2,10,0
114,F,7.5,10,1
114,M,1.2,10,0
114,F,1.1,10,0
114,M,1.1,10,0
114,F,9,10,0
114,F,3.5,10,0
114,F,4.2,10,0
114,M,4,10,0
114,F,4,10,0
114,F,13.3,10,0
114,M,3,10,0
114,M,3,10,0
114,M,3,10,0
114,F,13,10,0
114,F,2,10,0
114,M,2,10,1
114,M,1.5,10,1
114,M,1.5,10,1
114,M,7,10,1
114,M,6,10,0
113,F,3.5,10,1
128,F,3.2,14,0
128,F,3.5,14,0
114,F,7.5,14,0
114,M,3,7,0
114,F,5,9,1
77,F,5,10,1
67,F,15,10,0
67,F,6,14,0
67,M,18,14,0
114,F,17,14,0
103,M,7,10,1
114,F,16,10,1
27,F,14.3,10,1
114,F,1,10,1
72,F,1.5,10,1
32,F,3,10,1
114,M,27,8,0
114,M,3,10,0
114,M,3,9,0
114,M,3,9,1
114,F,9,9,0
114,F,6,9,0
120,M,32,9,0
114,F,10,9,0
114,F,10,9,1
113,M,7,9,1
114,F,6,10,0
114,F,5.4,10,0
72,F,3.2,10,1
114,Q,15,10,0
114,M,15,10,0
114,F,6,10,0
114,M,5,10,0
22,M,4,10,1
114,Q,5,9,0
114,M,9.5,10,0
114,M,5.7,10,0
114,F,12,10,1
114,M,12.5,10,1
114,F,18,10,1
114,M,11,10,0
114,M,11.5,10,0
114,F,10.7,10,0
114,M,16,10,0
89,F,2.8,10,1
89,M,4.5,9,1
114,M,9.25,10,0
124,Q,8.6,10,0
72,M,4,10,1
114,F,5,10,0
13,M,14.4,10,1
114,M,4.8,10,0
113,F,4.5,10,1
114,F,1.7,10,1
114,M,3,10,1
114,M,4,10,0
114,F,5,10,0
114,M,7,10,0
114,M,10,10,0
20,M,5,10,1
18,F,4,10,1
114,M,2,10,0
128,F,3.3,10,1
128,F,3.2,10,1
114,M,0.05,10,1
114,F,7,10,0
114,F,3,10,1
114,Q,3.5,10,0
114,Q,3.5,10,0
114,Q,3.5,10,0
114,Q,3.5,10,0
114,Q,3.5,10,0
114,Q,3.5,10,0
114,Q,3.5,10,0
114,F,25,10,0
114,M,1,10,1
114,M,1,10,1
114,F,1,10,1
114,F,1,10,1
114,F,1,10,1
114,F,10,10,1
124,F,6,10,1
100,F,12,10,1
114,M,3,15,0
114,M,0.5,10,0
114,M,6,10,0
114,M,7,10,0
114,F,5,10,0
125,F,4,10,1
114,M,5,10,0
114,F,2,10,0
114,M,4.5,10,0
114,F,4.1,10,0
114,F,2,10,1
114,M,2,10,1
114,M,2,10,1
114,M,2,10,1
114,M,5,10,1
72,M,4.2,10,1
114,M,8,10,0
114,M,0.9,10,1
114,M,0.9,10,1
114,F,1,10,1
114,F,1,10,1
114,F,1,10,1
114,M,1,10,1
114,M,1,10,1
114,M,1,10,1
128,F,4,10,1
114,M,5.1,10,1
128,M,4.6,7,0
32,F,5,10,1
114,F,6,10,0
113,M,4,10,0
114,F,3,10,1
114,M,4,10,1
114,M,6,10,1
114,F,3,10,1
114,F,5.2,10,0
114,M,4.3,10,0
114,M,4.7,10,0
205,F,3,10,0
69,M,25,10,0
114,M,7.5,10,1
114,M,8.5,10,1
114,M,6.3,10,1
89,M,5,10,1
128,F,4.7,10,1
80,M,7.84,10,0
114,F,3,10,0
114,M,3,10,0
114,F,3,10,0
114,F,3,10,0
114,F,8,10,1
114,F,8,10,1
114,Q,20,10,0
114,F,18,10,0
114,F,2.5,10,0
103,M,24,10,1
114,F,2.1,10,1
128,M,5.5,10,1
114,M,11.5,10,0
114,F,1.9,10,1
67,M,18.5,10,0
114,M,20,10,0
114,F,15,12,0
114,F,4.2,12,0
114,M,6.3,10,0
128,M,2.5,10,1
114,M,4.5,10,1
114,F,0.7,10,0
114,F,0.8,10,0
113,M,3.2,10,1
114,F,1.5,10,1
114,M,7.48,10,1
114,M,4.5,10,0
114,F,15,10,1
89,F,3,10,1
114,F,2,10,1
114,M,2,10,0
114,F,5,10,1
114,M,3,10,0
114,M,3,10,0
114,M,3,10,0
114,M,7,10,0
114,M,18,10,0
114,M,0.5,12,1
114,F,5,10,0
128,M,3.6,10,1
67,F,12,10,0
114,F,3,10,0
114,M,1,10,0
114,F,1,10,0
114,F,1,10,0
